Timestamp,Price,RSI,MACD_Hist,Volume_Ratio,BB_Lower,BB_Middle,BB_Upper,Confidence,Market_Condition,BandWalking_Risk,BandWalking_Score,BandWalking_Dir,Breakout_Type,Stage1_Pass,Stage2_Pass,Stage3_TrendFollow,Stage3_CounterTrend,Stage4_Result,Block_Reason
2025-10-21T04:10:00.000Z,3876.90,19.2,-5.04,2.7,3887.09,3925.21,3963.34,0.65,weakBullish,HIGH,100,UP,BREAKOUT_REVERSAL,true,true,LONG_FAIL[RSI:false,MACD:false,Vol:true],-,NO_ENTRY,TrendFollow_UP_RSI19_MACD-5.0_Vol2.7
2025-10-21T04:15:00.000Z,3871.00,18.1,-5.69,1.3,3877.61,3921.74,3965.88,0.65,ranging,HIGH,90,NONE,HEADFAKE,true,true,-,-,NO_ENTRY,BandWalking_Block_Counter
2025-10-21T04:20:00.000Z,3872.80,19.3,-5.54,0.8,3870.18,3918.52,3966.86,0.45,ranging,HIGH,90,UP,BREAKOUT_REVERSAL,true,true,LONG_FAIL[RSI:false,MACD:false,Vol:false],-,NO_ENTRY,TrendFollow_UP_RSI19_MACD-5.5_Vol0.8
2025-10-21T04:25:00.000Z,3874.57,21.0,-4.96,1.2,3864.12,3915.75,3967.39,0.65,weakBullish,HIGH,80,UP,BREAKOUT_REVERSAL,true,true,LONG_FAIL[RSI:false,MACD:false,Vol:false],-,NO_ENTRY,TrendFollow_UP_RSI21_MACD-5.0_Vol1.2
2025-10-21T04:30:00.000Z,3857.80,17.0,-5.29,2.1,3855.25,3911.94,3968.63,0.65,weakBullish,HIGH,90,UP,BREAKOUT_REVERSAL,true,true,LONG_FAIL[RSI:false,MACD:false,Vol:true],-,NO_ENTRY,TrendFollow_UP_RSI17_MACD-5.3_Vol2.1
2025-10-21T04:35:00.000Z,3856.69,16.7,-5.16,1.5,3847.40,3908.28,3969.16,0.65,weakBullish,HIGH,90,UP,BREAKOUT_REVERSAL,true,true,LONG_FAIL[RSI:false,MACD:false,Vol:false],-,NO_ENTRY,TrendFollow_UP_RSI17_MACD-5.2_Vol1.5
2025-10-21T04:40:00.000Z,3855.19,16.1,-4.77,0.5,3840.60,3904.24,3967.89,0.45,ranging,HIGH,80,UP,BREAKOUT_REVERSAL,true,true,LONG_FAIL[RSI:false,MACD:false,Vol:false],-,NO_ENTRY,TrendFollow_UP_RSI16_MACD-4.8_Vol0.5
2025-10-21T04:45:00.000Z,3850.60,15.1,-4.40,2.0,3833.77,3900.20,3966.63,0.65,weakBullish,HIGH,80,UP,BREAKOUT_REVERSAL,true,true,LONG_FAIL[RSI:false,MACD:false,Vol:true],-,NO_ENTRY,TrendFollow_UP_RSI15_MACD-4.4_Vol2.0
2025-10-21T04:50:00.000Z,3846.72,14.5,-4.04,0.6,3827.29,3895.95,3964.60,0.45,ranging,HIGH,80,UP,BREAKOUT_REVERSAL,true,true,LONG_FAIL[RSI:false,MACD:false,Vol:false],-,NO_ENTRY,TrendFollow_UP_RSI14_MACD-4.0_Vol0.6
2025-10-21T04:55:00.000Z,3848.57,16.7,-3.30,0.6,3822.17,3891.85,3961.52,0.45,ranging,HIGH,80,UP,BREAKOUT_REVERSAL,true,true,LONG_FAIL[RSI:false,MACD:false,Vol:false],-,NO_ENTRY,TrendFollow_UP_RSI17_MACD-3.3_Vol0.6
